"site","release_site","release_id","date_recaptured","number_recaptured","median_fork_length_recaptured","subsite"
"Clear Creek","VB","CLR573",2012-03-17,0,NA,NA
"Clear Creek","VB","CLR573",2012-03-18,0,NA,NA
"Clear Creek","VB","CLR573",2012-03-19,0,NA,NA
"Clear Creek","VB","CLR573",2012-03-20,0,NA,NA
"Clear Creek","VB","CLR574",2012-03-18,17,36,NA
"Clear Creek","VB","CLR574",2012-03-19,0,NA,NA
"Clear Creek","VB","CLR574",2012-03-20,0,NA,NA
"Clear Creek","VB","CLR574",2012-03-21,0,NA,NA
"Clear Creek","VB","CLR574",2012-03-22,0,NA,NA
"Clear Creek","VB","CLR575",2012-03-18,8,35,NA
"Clear Creek","VB","CLR575",2012-03-19,0,NA,NA
"Clear Creek","VB","CLR575",2012-03-20,0,NA,NA
"Clear Creek","VB","CLR575",2012-03-21,0,NA,NA
"Clear Creek","VB","CLR575",2012-03-22,0,NA,NA
"Clear Creek","VB","CLR576",2012-03-22,9,35,NA
"Clear Creek","VB","CLR576",2012-03-23,7,35,NA
"Clear Creek","VB","CLR576",2012-03-24,1,35,NA
"Clear Creek","VB","CLR576",2012-03-25,0,NA,NA
"Clear Creek","VB","CLR576",2012-03-26,0,NA,NA
"Clear Creek","VB","CLR577",2012-03-22,21,35,NA
"Clear Creek","VB","CLR577",2012-03-23,7,35,NA
"Clear Creek","VB","CLR577",2012-03-24,0,NA,NA
"Clear Creek","VB","CLR577",2012-03-25,0,NA,NA
"Clear Creek","VB","CLR577",2012-03-26,0,NA,NA
"Clear Creek","VB","CLR578",2012-03-30,19,37,NA
"Clear Creek","VB","CLR578",2012-03-31,0,NA,NA
"Clear Creek","VB","CLR578",2012-04-01,0,NA,NA
"Clear Creek","VB","CLR578",2012-04-02,0,NA,NA
"Clear Creek","VB","CLR578",2012-04-03,0,NA,NA
"Clear Creek","VB","CLR579",2012-03-30,17,37,NA
"Clear Creek","VB","CLR579",2012-03-31,0,NA,NA
"Clear Creek","VB","CLR579",2012-04-01,0,NA,NA
"Clear Creek","VB","CLR579",2012-04-02,0,NA,NA
"Clear Creek","VB","CLR579",2012-04-03,0,NA,NA
"Clear Creek","VB","CLR580",2012-04-05,19,35,NA
"Clear Creek","VB","CLR580",2012-04-06,1,35,NA
"Clear Creek","VB","CLR580",2012-04-07,0,NA,NA
"Clear Creek","VB","CLR580",2012-04-08,0,NA,NA
"Clear Creek","VB","CLR580",2012-04-09,0,NA,NA
"Clear Creek","VB","CLR581",2012-04-05,28,35,NA
"Clear Creek","VB","CLR581",2012-04-06,0,NA,NA
"Clear Creek","VB","CLR581",2012-04-07,0,NA,NA
"Clear Creek","VB","CLR581",2012-04-08,0,NA,NA
"Clear Creek","VB","CLR581",2012-04-09,0,NA,NA
"Clear Creek","VB","CLR582",2012-04-13,2,37,NA
"Clear Creek","VB","CLR582",2012-04-14,0,NA,NA
"Clear Creek","VB","CLR582",2012-04-15,0,NA,NA
"Clear Creek","VB","CLR582",2012-04-16,0,NA,NA
"Clear Creek","VB","CLR582",2012-04-17,0,NA,NA
"Clear Creek","VB","CLR583",2012-04-13,9,37,NA
"Clear Creek","VB","CLR583",2012-04-14,0,NA,NA
"Clear Creek","VB","CLR583",2012-04-15,0,NA,NA
"Clear Creek","VB","CLR583",2012-04-16,0,NA,NA
"Clear Creek","VB","CLR583",2012-04-17,0,NA,NA
"Clear Creek","VB","CLR584",2012-04-13,10,37,NA
"Clear Creek","VB","CLR584",2012-04-14,0,NA,NA
"Clear Creek","VB","CLR584",2012-04-15,0,NA,NA
"Clear Creek","VB","CLR584",2012-04-16,0,NA,NA
"Clear Creek","VB","CLR584",2012-04-17,0,NA,NA
"Clear Creek","CCRB","CLR585",2012-12-27,25,35,NA
"Clear Creek","CCRB","CLR585",2012-12-28,0,NA,NA
"Clear Creek","CCRB","CLR585",2012-12-29,0,NA,NA
"Clear Creek","CCRB","CLR585",2012-12-30,0,NA,NA
"Clear Creek","CCRB","CLR585",2012-12-31,0,NA,NA
"Clear Creek","CCRB","CLR586",2013-01-03,34,36,NA
"Clear Creek","CCRB","CLR586",2013-01-04,0,NA,NA
"Clear Creek","CCRB","CLR586",2013-01-05,0,NA,NA
"Clear Creek","CCRB","CLR586",2013-01-06,0,NA,NA
"Clear Creek","CCRB","CLR586",2013-01-07,0,NA,NA
"Clear Creek","CCRB","CLR587",2013-01-03,29,35,NA
"Clear Creek","CCRB","CLR587",2013-01-04,0,NA,NA
"Clear Creek","CCRB","CLR587",2013-01-05,0,NA,NA
"Clear Creek","CCRB","CLR587",2013-01-06,0,NA,NA
"Clear Creek","CCRB","CLR587",2013-01-07,0,NA,NA
"Clear Creek","VB","CLR588",2013-01-10,22,36,NA
"Clear Creek","VB","CLR588",2013-01-11,0,NA,NA
"Clear Creek","VB","CLR588",2013-01-12,0,NA,NA
"Clear Creek","VB","CLR588",2013-01-13,0,NA,NA
"Clear Creek","VB","CLR588",2013-01-14,0,NA,NA
"Clear Creek","VB","CLR589",2013-01-10,20,36,NA
"Clear Creek","VB","CLR589",2013-01-11,0,NA,NA
"Clear Creek","VB","CLR589",2013-01-12,0,NA,NA
"Clear Creek","VB","CLR589",2013-01-13,0,NA,NA
"Clear Creek","VB","CLR589",2013-01-14,0,NA,NA
"Clear Creek","VB","CLR590",2013-01-16,17,37,NA
"Clear Creek","VB","CLR590",2013-01-17,0,NA,NA
"Clear Creek","VB","CLR590",2013-01-18,0,NA,NA
"Clear Creek","VB","CLR590",2013-01-19,0,NA,NA
"Clear Creek","VB","CLR590",2013-01-20,0,NA,NA
"Clear Creek","VB","CLR591",2013-01-16,23,36,NA
"Clear Creek","VB","CLR591",2013-01-17,0,NA,NA
"Clear Creek","VB","CLR591",2013-01-18,0,NA,NA
"Clear Creek","VB","CLR591",2013-01-19,0,NA,NA
"Clear Creek","VB","CLR591",2013-01-20,0,NA,NA
"Clear Creek","VB","CLR592",2013-01-23,12,36,NA
"Clear Creek","VB","CLR592",2013-01-24,0,NA,NA
"Clear Creek","VB","CLR592",2013-01-25,1,36,NA
"Clear Creek","VB","CLR592",2013-01-26,0,NA,NA
"Clear Creek","VB","CLR592",2013-01-27,0,NA,NA
"Clear Creek","VB","CLR593",2013-01-23,9,37,NA
"Clear Creek","VB","CLR593",2013-01-24,0,NA,NA
"Clear Creek","VB","CLR593",2013-01-25,0,NA,NA
"Clear Creek","VB","CLR593",2013-01-26,0,NA,NA
"Clear Creek","VB","CLR593",2013-01-27,0,NA,NA
"Clear Creek","VB","CLR594",2013-02-06,22,37,NA
"Clear Creek","VB","CLR594",2013-02-07,0,NA,NA
"Clear Creek","VB","CLR594",2013-02-08,0,NA,NA
"Clear Creek","VB","CLR594",2013-02-09,0,NA,NA
"Clear Creek","VB","CLR594",2013-02-10,0,NA,NA
"Clear Creek","VB","CLR595",2013-02-06,23,38,NA
"Clear Creek","VB","CLR595",2013-02-07,0,NA,NA
"Clear Creek","VB","CLR595",2013-02-08,0,NA,NA
"Clear Creek","VB","CLR595",2013-02-09,0,NA,NA
"Clear Creek","VB","CLR595",2013-02-10,0,NA,NA
"Clear Creek","VB","CLR596",2013-02-15,22,37,NA
"Clear Creek","VB","CLR596",2013-02-16,0,NA,NA
"Clear Creek","VB","CLR596",2013-02-17,0,NA,NA
"Clear Creek","VB","CLR596",2013-02-18,0,NA,NA
"Clear Creek","VB","CLR596",2013-02-19,0,NA,NA
"Clear Creek","VB","CLR597",2013-02-15,30,37,NA
"Clear Creek","VB","CLR597",2013-02-16,3,37,NA
"Clear Creek","VB","CLR597",2013-02-17,1,37,NA
"Clear Creek","VB","CLR597",2013-02-18,0,NA,NA
"Clear Creek","VB","CLR597",2013-02-19,0,NA,NA
"Clear Creek","VB","CLR598",2013-02-22,26,36,NA
"Clear Creek","VB","CLR598",2013-02-23,3,36,NA
"Clear Creek","VB","CLR598",2013-02-24,0,NA,NA
"Clear Creek","VB","CLR598",2013-02-25,0,NA,NA
"Clear Creek","VB","CLR598",2013-02-26,0,NA,NA
"Clear Creek","VB","CLR599",2013-02-22,34,37,NA
"Clear Creek","VB","CLR599",2013-02-23,1,37,NA
"Clear Creek","VB","CLR599",2013-02-24,0,NA,NA
"Clear Creek","VB","CLR599",2013-02-25,0,NA,NA
"Clear Creek","VB","CLR599",2013-02-26,0,NA,NA
"Clear Creek","VB","CLR600",2013-03-01,33,37,NA
"Clear Creek","VB","CLR600",2013-03-02,0,NA,NA
"Clear Creek","VB","CLR600",2013-03-03,0,NA,NA
"Clear Creek","VB","CLR600",2013-03-04,0,NA,NA
"Clear Creek","VB","CLR600",2013-03-05,0,NA,NA
"Clear Creek","VB","CLR601",2013-03-01,27,37,NA
"Clear Creek","VB","CLR601",2013-03-02,2,37,NA
"Clear Creek","VB","CLR601",2013-03-03,0,NA,NA
"Clear Creek","VB","CLR601",2013-03-04,0,NA,NA
"Clear Creek","VB","CLR601",2013-03-05,0,NA,NA
"Clear Creek","VB","CLR602",2013-03-08,26,37,NA
"Clear Creek","VB","CLR602",2013-03-09,0,NA,NA
"Clear Creek","VB","CLR602",2013-03-10,0,NA,NA
"Clear Creek","VB","CLR602",2013-03-11,0,NA,NA
"Clear Creek","VB","CLR602",2013-03-12,0,NA,NA
"Clear Creek","VB","CLR603",2013-03-08,28,37,NA
"Clear Creek","VB","CLR603",2013-03-09,0,NA,NA
"Clear Creek","VB","CLR603",2013-03-10,0,NA,NA
"Clear Creek","VB","CLR603",2013-03-11,0,NA,NA
"Clear Creek","VB","CLR603",2013-03-12,0,NA,NA
"Clear Creek","VB","CLR604",2013-03-15,22,37,NA
"Clear Creek","VB","CLR604",2013-03-16,0,NA,NA
"Clear Creek","VB","CLR604",2013-03-17,0,NA,NA
"Clear Creek","VB","CLR604",2013-03-18,0,NA,NA
"Clear Creek","VB","CLR604",2013-03-19,0,NA,NA
"Clear Creek","VB","CLR605",2013-03-15,34,37,NA
"Clear Creek","VB","CLR605",2013-03-16,2,37,NA
"Clear Creek","VB","CLR605",2013-03-17,0,NA,NA
"Clear Creek","VB","CLR605",2013-03-18,0,NA,NA
"Clear Creek","VB","CLR605",2013-03-19,0,NA,NA
"Clear Creek","VB","CLR606",2013-03-22,25,37,NA
"Clear Creek","VB","CLR606",2013-03-23,0,NA,NA
"Clear Creek","VB","CLR606",2013-03-24,0,NA,NA
"Clear Creek","VB","CLR606",2013-03-25,0,NA,NA
"Clear Creek","VB","CLR606",2013-03-26,0,NA,NA
"Clear Creek","VB","CLR607",2013-03-29,13,37,NA
"Clear Creek","VB","CLR607",2013-03-30,1,37,NA
"Clear Creek","VB","CLR607",2013-03-31,0,NA,NA
"Clear Creek","VB","CLR607",2013-04-01,0,NA,NA
"Clear Creek","VB","CLR607",2013-04-02,0,NA,NA
"Clear Creek","VB","CLR608",2013-04-05,7,35,NA
"Clear Creek","VB","CLR608",2013-04-06,0,NA,NA
"Clear Creek","VB","CLR608",2013-04-07,0,NA,NA
"Clear Creek","VB","CLR608",2013-04-08,0,NA,NA
"Clear Creek","VB","CLR608",2013-04-09,0,NA,NA
"Clear Creek","VB","CLR609",2013-04-05,5,38,NA
"Clear Creek","VB","CLR609",2013-04-06,0,NA,NA
"Clear Creek","VB","CLR609",2013-04-07,0,NA,NA
"Clear Creek","VB","CLR609",2013-04-08,0,NA,NA
"Clear Creek","VB","CLR609",2013-04-09,0,NA,NA
"Clear Creek","VB","CLR610",2013-04-12,13,35,NA
"Clear Creek","VB","CLR610",2013-04-13,0,NA,NA
"Clear Creek","VB","CLR610",2013-04-14,0,NA,NA
"Clear Creek","VB","CLR610",2013-04-15,0,NA,NA
"Clear Creek","VB","CLR610",2013-04-16,0,NA,NA
"Clear Creek","VB","CLR611",2013-04-19,15,36,NA
"Clear Creek","VB","CLR611",2013-04-20,2,36,NA
"Clear Creek","VB","CLR611",2013-04-21,0,NA,NA
"Clear Creek","VB","CLR611",2013-04-22,0,NA,NA
"Clear Creek","VB","CLR611",2013-04-23,0,NA,NA
"Clear Creek","CCRB","CLR612",2013-12-10,80,34,NA
"Clear Creek","CCRB","CLR612",2013-12-11,0,NA,NA
"Clear Creek","CCRB","CLR612",2013-12-12,1,34,NA
"Clear Creek","CCRB","CLR612",2013-12-13,0,NA,NA
"Clear Creek","CCRB","CLR612",2013-12-14,0,NA,NA
"Clear Creek","CCRB","CLR613",2013-12-11,81,34,NA
"Clear Creek","CCRB","CLR613",2013-12-12,0,NA,NA
"Clear Creek","CCRB","CLR613",2013-12-13,0,NA,NA
"Clear Creek","CCRB","CLR613",2013-12-14,0,NA,NA
"Clear Creek","CCRB","CLR613",2013-12-15,0,NA,NA
"Clear Creek","CCRB","CLR614",2013-12-20,43,35,NA
"Clear Creek","CCRB","CLR614",2013-12-21,0,NA,NA
"Clear Creek","CCRB","CLR614",2013-12-22,0,NA,NA
"Clear Creek","CCRB","CLR614",2013-12-23,0,NA,NA
"Clear Creek","CCRB","CLR614",2013-12-24,0,NA,NA
"Clear Creek","CCRB","CLR615",2013-12-20,44,34,NA
"Clear Creek","CCRB","CLR615",2013-12-21,1,34,NA
"Clear Creek","CCRB","CLR615",2013-12-22,0,NA,NA
"Clear Creek","CCRB","CLR615",2013-12-23,0,NA,NA
"Clear Creek","CCRB","CLR615",2013-12-24,0,NA,NA
"Clear Creek","CCRB","CLR616",2013-12-27,39,34,NA
"Clear Creek","CCRB","CLR616",2013-12-28,0,NA,NA
"Clear Creek","CCRB","CLR616",2013-12-29,0,NA,NA
"Clear Creek","CCRB","CLR616",2013-12-30,0,NA,NA
"Clear Creek","CCRB","CLR616",2013-12-31,0,NA,NA
"Clear Creek","CCRB","CLR617",2013-12-27,49,34,NA
"Clear Creek","CCRB","CLR617",2013-12-28,2,34,NA
"Clear Creek","CCRB","CLR617",2013-12-29,0,NA,NA
"Clear Creek","CCRB","CLR617",2013-12-30,0,NA,NA
"Clear Creek","CCRB","CLR617",2013-12-31,0,NA,NA
"Clear Creek","VB","CLR618",2014-01-03,33,37,NA
"Clear Creek","VB","CLR618",2014-01-04,3,37,NA
"Clear Creek","VB","CLR618",2014-01-05,0,NA,NA
"Clear Creek","VB","CLR618",2014-01-06,0,NA,NA
"Clear Creek","VB","CLR618",2014-01-07,0,NA,NA
"Clear Creek","CCRB","CLR619",2014-01-03,42,36,NA
"Clear Creek","CCRB","CLR619",2014-01-04,1,36,NA
"Clear Creek","CCRB","CLR619",2014-01-05,0,NA,NA
"Clear Creek","CCRB","CLR619",2014-01-06,0,NA,NA
"Clear Creek","CCRB","CLR619",2014-01-07,0,NA,NA
"Clear Creek","CCRB","CLR620",2014-01-09,61,37,NA
"Clear Creek","CCRB","CLR620",2014-01-10,1,37,NA
"Clear Creek","CCRB","CLR620",2014-01-11,0,NA,NA
"Clear Creek","CCRB","CLR620",2014-01-12,0,NA,NA
"Clear Creek","CCRB","CLR620",2014-01-13,0,NA,NA
"Clear Creek","VB","CLR621",2014-01-09,36,37,NA
"Clear Creek","VB","CLR621",2014-01-10,3,37,NA
"Clear Creek","VB","CLR621",2014-01-11,0,NA,NA
"Clear Creek","VB","CLR621",2014-01-12,0,NA,NA
"Clear Creek","VB","CLR621",2014-01-13,0,NA,NA
"Clear Creek","VB","CLR622",2014-01-24,24,37,NA
"Clear Creek","VB","CLR622",2014-01-25,3,37,NA
"Clear Creek","VB","CLR622",2014-01-26,0,NA,NA
"Clear Creek","VB","CLR622",2014-01-27,0,NA,NA
"Clear Creek","VB","CLR622",2014-01-28,0,NA,NA
"Clear Creek","VB","CLR623",2014-01-24,26,37,NA
"Clear Creek","VB","CLR623",2014-01-25,4,37,NA
"Clear Creek","VB","CLR623",2014-01-26,0,NA,NA
"Clear Creek","VB","CLR623",2014-01-27,0,NA,NA
"Clear Creek","VB","CLR623",2014-01-28,0,NA,NA
"Clear Creek","VB","CLR624",2014-02-07,11,37,NA
"Clear Creek","VB","CLR624",2014-02-08,8,37,NA
"Clear Creek","VB","CLR624",2014-02-09,0,NA,NA
"Clear Creek","VB","CLR624",2014-02-10,0,NA,NA
"Clear Creek","VB","CLR624",2014-02-11,0,NA,NA
"Clear Creek","VB","CLR625",2014-02-07,20,37,NA
"Clear Creek","VB","CLR625",2014-02-08,5,37,NA
"Clear Creek","VB","CLR625",2014-02-09,0,NA,NA
"Clear Creek","VB","CLR625",2014-02-10,0,NA,NA
"Clear Creek","VB","CLR625",2014-02-11,0,NA,NA
"Clear Creek","VB","CLR626",2014-02-21,13,36,NA
"Clear Creek","VB","CLR626",2014-02-22,0,NA,NA
"Clear Creek","VB","CLR626",2014-02-23,0,NA,NA
"Clear Creek","VB","CLR626",2014-02-24,0,NA,NA
"Clear Creek","VB","CLR626",2014-02-25,0,NA,NA
"Clear Creek","VB","CLR627",2014-02-21,10,36,NA
"Clear Creek","VB","CLR627",2014-02-22,0,NA,NA
"Clear Creek","VB","CLR627",2014-02-23,0,NA,NA
"Clear Creek","VB","CLR627",2014-02-24,0,NA,NA
"Clear Creek","VB","CLR627",2014-02-25,0,NA,NA
"Clear Creek","VB","CLR628",2014-03-15,36,37,NA
"Clear Creek","VB","CLR628",2014-03-16,0,NA,NA
"Clear Creek","VB","CLR628",2014-03-17,0,NA,NA
"Clear Creek","VB","CLR628",2014-03-18,0,NA,NA
"Clear Creek","VB","CLR628",2014-03-19,0,NA,NA
"Clear Creek","VB","CLR629",2014-03-15,22,37,NA
"Clear Creek","VB","CLR629",2014-03-16,1,37,NA
"Clear Creek","VB","CLR629",2014-03-17,0,NA,NA
"Clear Creek","VB","CLR629",2014-03-18,0,NA,NA
"Clear Creek","VB","CLR629",2014-03-19,0,NA,NA
"Clear Creek","CCRB","CLR630",2014-12-31,73,35,NA
"Clear Creek","CCRB","CLR630",2015-01-01,3,35,NA
"Clear Creek","CCRB","CLR630",2015-01-02,0,NA,NA
"Clear Creek","CCRB","CLR630",2015-01-03,0,NA,NA
"Clear Creek","CCRB","CLR630",2015-01-04,0,NA,NA
"Clear Creek","CCRB","CLR631",2015-01-07,42,36,NA
"Clear Creek","CCRB","CLR631",2015-01-08,2,36,NA
"Clear Creek","CCRB","CLR631",2015-01-09,1,36,NA
"Clear Creek","CCRB","CLR631",2015-01-10,0,NA,NA
"Clear Creek","CCRB","CLR631",2015-01-11,0,NA,NA
"Clear Creek","VB","CLR632",2015-01-14,34,36,NA
"Clear Creek","VB","CLR632",2015-01-15,1,36,NA
"Clear Creek","VB","CLR632",2015-01-16,0,NA,NA
"Clear Creek","VB","CLR632",2015-01-17,0,NA,NA
"Clear Creek","VB","CLR632",2015-01-18,0,NA,NA
"Clear Creek","CCRB","CLR633",2015-01-14,25,36,NA
"Clear Creek","CCRB","CLR633",2015-01-15,0,NA,NA
"Clear Creek","CCRB","CLR633",2015-01-16,0,NA,NA
"Clear Creek","CCRB","CLR633",2015-01-17,0,NA,NA
"Clear Creek","CCRB","CLR633",2015-01-18,0,NA,NA
"Clear Creek","VB","CLR634",2015-01-28,15,37,NA
"Clear Creek","VB","CLR634",2015-01-29,1,37,NA
"Clear Creek","VB","CLR634",2015-01-30,1,37,NA
"Clear Creek","VB","CLR634",2015-01-31,0,NA,NA
"Clear Creek","VB","CLR634",2015-02-01,0,NA,NA
"Clear Creek","CCRB","CLR635",2015-01-28,25,37,NA
"Clear Creek","CCRB","CLR635",2015-01-29,2,37,NA
"Clear Creek","CCRB","CLR635",2015-01-30,1,37,NA
"Clear Creek","CCRB","CLR635",2015-01-31,0,NA,NA
"Clear Creek","CCRB","CLR635",2015-02-01,0,NA,NA
"Clear Creek","VB","CLR636",2015-02-18,49,37,NA
"Clear Creek","VB","CLR636",2015-02-19,1,37,NA
"Clear Creek","VB","CLR636",2015-02-20,0,NA,NA
"Clear Creek","VB","CLR636",2015-02-21,0,NA,NA
"Clear Creek","VB","CLR636",2015-02-22,0,NA,NA
"Clear Creek","VB","CLR637",2015-03-04,42,37,NA
"Clear Creek","VB","CLR637",2015-03-05,0,NA,NA
"Clear Creek","VB","CLR637",2015-03-06,0,NA,NA
"Clear Creek","VB","CLR637",2015-03-07,0,NA,NA
"Clear Creek","VB","CLR637",2015-03-08,0,NA,NA
"Clear Creek","CCRB","CLR638",2015-11-19,33,34,NA
"Clear Creek","CCRB","CLR638",2015-11-20,0,NA,NA
"Clear Creek","CCRB","CLR638",2015-11-21,0,NA,NA
"Clear Creek","CCRB","CLR638",2015-11-22,0,NA,NA
"Clear Creek","CCRB","CLR638",2015-11-23,0,NA,NA
"Clear Creek","VB","CLR639",2015-11-19,15,33,NA
"Clear Creek","VB","CLR639",2015-11-20,0,NA,NA
"Clear Creek","VB","CLR639",2015-11-21,0,NA,NA
"Clear Creek","VB","CLR639",2015-11-22,0,NA,NA
"Clear Creek","VB","CLR639",2015-11-23,0,NA,NA
"Clear Creek","VB","CLR640",2015-11-25,13,32,NA
"Clear Creek","VB","CLR640",2015-11-26,1,32,NA
"Clear Creek","VB","CLR640",2015-11-27,0,NA,NA
"Clear Creek","VB","CLR640",2015-11-28,0,NA,NA
"Clear Creek","VB","CLR640",2015-11-29,0,NA,NA
"Clear Creek","CCRB","CLR641",2015-11-25,29,33,NA
"Clear Creek","CCRB","CLR641",2015-11-26,0,NA,NA
"Clear Creek","CCRB","CLR641",2015-11-27,0,NA,NA
"Clear Creek","CCRB","CLR641",2015-11-28,0,NA,NA
"Clear Creek","CCRB","CLR641",2015-11-29,0,NA,NA
"Clear Creek","CCRB","CLR642",2015-12-01,0,NA,NA
"Clear Creek","CCRB","CLR642",2015-12-02,0,NA,NA
"Clear Creek","CCRB","CLR642",2015-12-03,0,NA,NA
"Clear Creek","CCRB","CLR642",2015-12-04,0,NA,NA
"Clear Creek","CCRB","CLR642",2015-12-05,0,NA,NA
"Clear Creek","VB","CLR643",2015-12-02,21,33,NA
"Clear Creek","VB","CLR643",2015-12-03,1,33,NA
"Clear Creek","VB","CLR643",2015-12-04,0,NA,NA
"Clear Creek","VB","CLR643",2015-12-05,0,NA,NA
"Clear Creek","VB","CLR643",2015-12-06,0,NA,NA
"Clear Creek","VB","CLR644",2015-12-09,33,35,NA
"Clear Creek","VB","CLR644",2015-12-10,0,NA,NA
"Clear Creek","VB","CLR644",2015-12-11,0,NA,NA
"Clear Creek","VB","CLR644",2015-12-12,0,NA,NA
"Clear Creek","VB","CLR644",2015-12-13,0,NA,NA
"Clear Creek","CCRB","CLR645",2015-12-09,38,34,NA
"Clear Creek","CCRB","CLR645",2015-12-10,0,NA,NA
"Clear Creek","CCRB","CLR645",2015-12-11,0,NA,NA
"Clear Creek","CCRB","CLR645",2015-12-12,0,NA,NA
"Clear Creek","CCRB","CLR645",2015-12-13,0,NA,NA
"Clear Creek","VB","CLR646",2015-12-16,44,34,NA
"Clear Creek","VB","CLR646",2015-12-17,0,NA,NA
"Clear Creek","VB","CLR646",2015-12-18,0,NA,NA
"Clear Creek","VB","CLR646",2015-12-19,0,NA,NA
"Clear Creek","VB","CLR646",2015-12-20,0,NA,NA
"Clear Creek","CCRB","CLR647",2015-12-16,24,34,NA
"Clear Creek","CCRB","CLR647",2015-12-17,3,34,NA
"Clear Creek","CCRB","CLR647",2015-12-18,0,NA,NA
"Clear Creek","CCRB","CLR647",2015-12-19,0,NA,NA
"Clear Creek","CCRB","CLR647",2015-12-20,0,NA,NA
"Clear Creek","VB","CLR648",2015-12-23,35,34,NA
"Clear Creek","VB","CLR648",2015-12-24,0,NA,NA
"Clear Creek","VB","CLR648",2015-12-25,0,NA,NA
"Clear Creek","VB","CLR648",2015-12-26,0,NA,NA
"Clear Creek","VB","CLR648",2015-12-27,0,NA,NA
"Clear Creek","CCRB","CLR649",2015-12-23,0,NA,NA
"Clear Creek","CCRB","CLR649",2015-12-24,0,NA,NA
"Clear Creek","CCRB","CLR649",2015-12-25,0,NA,NA
"Clear Creek","CCRB","CLR649",2015-12-26,0,NA,NA
"Clear Creek","CCRB","CLR649",2015-12-27,0,NA,NA
"Clear Creek","VB","CLR650",2015-12-30,5,36,NA
"Clear Creek","VB","CLR650",2015-12-31,0,NA,NA
"Clear Creek","VB","CLR650",2016-01-01,0,NA,NA
"Clear Creek","VB","CLR650",2016-01-02,0,NA,NA
"Clear Creek","VB","CLR650",2016-01-03,0,NA,NA
"Clear Creek","CCRB","CLR651",2015-12-30,44,37,NA
"Clear Creek","CCRB","CLR651",2015-12-31,2,37,NA
"Clear Creek","CCRB","CLR651",2016-01-01,0,NA,NA
"Clear Creek","CCRB","CLR651",2016-01-02,0,NA,NA
"Clear Creek","CCRB","CLR651",2016-01-03,0,NA,NA
"Clear Creek","VB","CLR652",2016-01-06,22,35,NA
"Clear Creek","VB","CLR652",2016-01-07,0,NA,NA
"Clear Creek","VB","CLR652",2016-01-08,0,NA,NA
"Clear Creek","VB","CLR652",2016-01-09,0,NA,NA
"Clear Creek","VB","CLR652",2016-01-10,0,NA,NA
"Clear Creek","CCRB","CLR653",2016-01-06,15,35,NA
"Clear Creek","CCRB","CLR653",2016-01-07,0,NA,NA
"Clear Creek","CCRB","CLR653",2016-01-08,0,NA,NA
"Clear Creek","CCRB","CLR653",2016-01-09,0,NA,NA
"Clear Creek","CCRB","CLR653",2016-01-10,0,NA,NA
"Clear Creek","CCRB","CLR654",2016-01-13,21,35,NA
"Clear Creek","CCRB","CLR654",2016-01-14,10,35,NA
"Clear Creek","CCRB","CLR654",2016-01-15,1,35,NA
"Clear Creek","CCRB","CLR654",2016-01-16,0,NA,NA
"Clear Creek","CCRB","CLR654",2016-01-17,0,NA,NA
"Clear Creek","VB","CLR655",2016-01-13,28,36,NA
"Clear Creek","VB","CLR655",2016-01-14,0,NA,NA
"Clear Creek","VB","CLR655",2016-01-15,0,NA,NA
"Clear Creek","VB","CLR655",2016-01-16,0,NA,NA
"Clear Creek","VB","CLR655",2016-01-17,0,NA,NA
"Clear Creek","VB","CLR656",2016-01-27,29,36,NA
"Clear Creek","VB","CLR656",2016-01-28,0,NA,NA
"Clear Creek","VB","CLR656",2016-01-29,0,NA,NA
"Clear Creek","VB","CLR656",2016-01-30,0,NA,NA
"Clear Creek","VB","CLR656",2016-01-31,0,NA,NA
"Clear Creek","CCRB","CLR657",2016-01-27,23,37,NA
"Clear Creek","CCRB","CLR657",2016-01-28,1,37,NA
"Clear Creek","CCRB","CLR657",2016-01-29,0,NA,NA
"Clear Creek","CCRB","CLR657",2016-01-30,0,NA,NA
"Clear Creek","CCRB","CLR657",2016-01-31,0,NA,NA
"Clear Creek","VB","CLR658",2016-02-03,46,NA,NA
"Clear Creek","VB","CLR658",2016-02-04,0,NA,NA
"Clear Creek","VB","CLR658",2016-02-05,0,NA,NA
"Clear Creek","VB","CLR658",2016-02-06,0,NA,NA
"Clear Creek","VB","CLR658",2016-02-07,0,NA,NA
"Clear Creek","CCRB","CLR659",2016-02-03,47,37,NA
"Clear Creek","CCRB","CLR659",2016-02-04,6,37,NA
"Clear Creek","CCRB","CLR659",2016-02-05,0,NA,NA
"Clear Creek","CCRB","CLR659",2016-02-06,0,NA,NA
"Clear Creek","CCRB","CLR659",2016-02-07,0,NA,NA
"Clear Creek","VB","CLR660",2016-02-10,40,36,NA
"Clear Creek","VB","CLR660",2016-02-11,1,36,NA
"Clear Creek","VB","CLR660",2016-02-12,0,NA,NA
"Clear Creek","VB","CLR660",2016-02-13,0,NA,NA
"Clear Creek","VB","CLR660",2016-02-14,0,NA,NA
"Clear Creek","CCRB","CLR661",2016-02-10,39,36,NA
"Clear Creek","CCRB","CLR661",2016-02-11,3,36,NA
"Clear Creek","CCRB","CLR661",2016-02-12,0,NA,NA
"Clear Creek","CCRB","CLR661",2016-02-13,0,NA,NA
"Clear Creek","CCRB","CLR661",2016-02-14,0,NA,NA
"Clear Creek","CCRB","CLR662",2016-02-24,33,36,NA
